prompt,prompt_id,file_count,contain_keyword,n,eh,v,axr
The name fell with lazy affectionate remembrance from her lips.,si1609,1,False,3,4,0,2
For an instant the old aunt felt something indefinable flash through her smile.,si1610,1,False,4,1,0,1
"That is what childhood is, he told himself.",si1611,1,False,0,1,0,0
"They've never met, you know.",si1612,1,True,2,2,2,1
That would make him mad enough if he was sober.,si1613,1,False,1,1,0,1
This kid's froze bad.,si1614,1,False,0,0,0,0
Pa don't care about the kid.,si1615,1,False,1,0,0,1
"He didn't figure her at all, and if he found out a woman it'd be bad.",si1616,1,False,3,0,0,0
Heat's bad for frostbite.,si1617,1,False,0,0,0,1
He's got to thaw slow.,si1618,1,False,0,0,0,0
"Lift, don't shove; lift.",si1619,1,False,1,0,1,0
His head flopped back.,si1620,1,False,0,1,0,0
Now he'll choke for sure.,si1621,1,False,1,0,0,0
She knew she was feeling afraid and inwardly laughed at herself.,si1622,1,False,3,1,0,2
"There was much embracing, much exclaiming.",si1623,1,False,1,1,0,0
We came on as soon as we could.,si1624,1,False,2,0,1,0
He makes me uncomfortable.,si1625,1,False,0,0,0,1
Did he ever visit here when he was a kid?,si1626,1,False,1,2,2,1
"You lucky kids, he said.",si1627,1,False,0,1,0,0
"This is my hen ledger, he informed him in an absorbed way.",si1628,1,False,2,1,0,1
Have you got our keys handy?,si1629,1,False,1,0,1,1
"Next, the hen was nested and all seemed well.",si1630,1,False,4,3,0,0
Her legs hung down long and thin as she sat on the high stool.,si1631,1,False,4,2,0,0
"Fuss, fuss, old man.",si1632,1,False,1,0,0,0
"Said you wore yourself out, cleaning all these empty rooms.",si1633,1,False,1,3,0,1
She sounded as though they already existed.,si1634,1,False,0,2,0,0
We've got plenty of time to think about that.,si1635,1,False,1,1,2,0
This coat looks like a rag heap.,si1636,1,False,0,0,0,1
In a week the hyacinths would spike out.,si1637,1,False,2,0,0,0
What possessed you to tell me a clotheshorse would be a good idea?,si1638,1,False,0,3,0,0
"Lovie, you make me feel naked.",si1639,1,False,1,0,1,0
How did one join them?,si1640,1,False,2,1,0,0
Were you in love with that girl?,si1641,1,False,1,0,1,1
"You've not seemed like them, but maybe you are.",si1642,1,False,1,1,2,0
Nurses' training here doesn't cost anything.,si1643,1,False,2,0,0,1
They even pay me six dollars a month.,si1644,1,False,2,0,1,1
Such optimism was completely unjustified.,si1645,1,False,1,0,0,0
Your leg muscles and back muscles feel weary.,si1646,1,False,1,1,0,0
"If it ever got behind me, the beep turned to a buzz.",si1647,1,False,2,1,1,1
It was a fairly modern motel with quite a bit of electrical display in front.,si1648,1,False,2,3,1,0
"It's a formality, you know.",si1649,1,False,1,0,0,1
"You see, she's on a diet.",si1650,1,False,0,0,0,0
She looked at me provocatively.,si1651,1,False,0,0,2,0
Kinda like a zombie?,si1652,1,False,1,0,0,0
He spoke soothingly.,si1653,1,False,0,0,0,0
You don't hafta get nasty.,si1654,1,False,2,1,0,0
"So, he understood her panic.",si1655,1,False,2,0,0,1
She blew her nose on a tissue and opened the coke bottle.,si1656,1,False,3,0,0,1
Or borrow some money from someone and go home by bus?,si1657,1,False,2,1,0,0
Where were they now?,si1658,1,False,1,1,0,0
"Somewhere birds were sweetly calling, were answered.",si1659,1,False,1,1,0,2
The car door crashed shut.,si1660,1,False,0,0,0,0
Do you know where it might have gone?,si1661,1,False,2,0,1,1
Did anyone see my cab?,si1662,1,False,1,1,0,0
He thought he saw a pale face at a window.,si1663,1,False,1,0,0,0
There were other farmhouses nearby.,si1664,1,False,1,1,0,0
A foolish thought came into his head.,si1665,1,False,1,2,0,0
He remembered a story he had read as a youth.,si1666,1,False,0,3,0,0
He held his arms close to his sides and made himself as small as possible.,si1667,1,False,0,3,0,0
"Oh, no, not again, he said aloud.",si1668,1,False,3,2,0,0
Be excited and don't identify yourself.,si1669,1,False,1,2,0,1
Got no business over here on a stake-out anyway.,si1670,1,False,3,0,1,0
The knifelike pain in his groin nearly brought him down again.,si1671,1,False,6,1,0,0
"It moved in a silver arc toward his throat, then veered downward.",si1672,1,False,3,1,3,2
"One thing, he thought, nobody knows about it yet.",si1673,1,False,3,1,0,0
He put it in his own pocket for safekeeping.,si1674,1,False,2,0,0,1
The body was heavier than he had anticipated.,si1675,1,False,2,4,1,0
"It snowed continuously, but quietly, evenly.",si1676,1,False,4,0,1,0
The soft snow was deceitful underfoot.,si1677,1,False,2,0,0,1
Twice he nearly fell.,si1678,1,False,1,1,0,0
"Deep enough, he decided.",si1679,1,False,1,1,0,0
He checked into a motel and drove downtown.,si1680,1,False,4,2,1,0
The sheriff's swivel chair tilted back.,si1681,1,False,0,2,1,0
She'd also remember if the groom died later.,si1682,1,False,0,1,0,1
Have they inherited some money or something?,si1683,1,False,1,0,1,1
She asked with a reportorial gleam in her eye.,si1684,1,False,0,1,0,3
"Come on, let's hurry down before they lock up for the day.",si1685,1,False,2,2,0,0
"It latches when you close it, so stay as long as you like.",si1686,1,False,1,0,0,0
Now don't shut this door.,si1687,1,False,2,0,0,0
"Something else distracted him, yet there was no sound, only tomblike silence.",si1688,1,False,3,2,0,0
Then he heard the outer door closing.,si1689,1,False,1,1,0,1
"Hey, come back, he shouted.",si1690,1,False,0,0,0,0
"No, they could kill him just as easy right now.",si1691,1,False,2,0,0,0
"Except for those minutes in her room, he had lost touch with her as a reality.",si1692,1,False,1,2,0,1
It was awkward: very awkward.,si1693,1,False,0,1,1,1
Someone reasonably trustworthy.,si1694,1,False,1,0,0,0
"Anything to do with an ace o' spades, bad luck.",si1695,1,False,3,1,0,0
Not when she'd waited so long already.,si1696,1,False,2,1,0,0
It would have been easy to identify as opium by its odor.,si1697,1,False,0,1,1,1
So somebody else knew what would happen to her father's money if she died.,si1698,1,False,3,1,0,1
"Well, then who brought it?",si1699,1,False,1,2,0,0
Take your cobbler's shop somewhere else.,si1700,1,False,0,2,0,1
"Emotionally, they penetrated him not at all.",si1701,1,False,1,1,0,0
"And so he walked, aimless again.",si1702,1,False,2,1,0,0
"When he left, she knew she would never see him again.",si1703,1,True,4,3,1,0
"You're a taxpayer, householder, landlord.",si1704,1,False,1,0,0,2
"Got the upstairs guy, he bellows.",si1705,1,False,0,3,0,0
They'll tell you what's cooking.,si1706,1,False,1,0,0,0
For a man of his mass he was curiously short.,si1707,1,False,1,0,1,0
"Me, he said merrily.",si1708,1,False,0,2,0,0
"Those lovely whorls, he chortled.",si1709,1,False,0,0,1,0
They had come not to admire but to observe.,si1710,1,False,1,1,1,1
They're going to louse me up good.,si1711,1,False,1,1,0,0
You think somebody is going to stand up in the audience and make guilty faces?,si1712,1,False,3,3,0,0
He may try to phone us.,si1713,1,False,1,0,0,0
Here's where luck would normally step in.,si1714,1,False,2,1,0,1
"Within this framework, what followed was strained, even macabre.",si1715,1,False,2,0,1,0
He drew a deep breath.,si1716,1,False,0,1,0,0
Lullaby and goodnight his voice shook.,si1717,1,False,2,0,1,0
Do you know what they think of me?,si1718,1,False,1,0,1,0
We've done our part.,si1719,1,False,1,0,1,0
"They took it away, overalls or something.",si1720,1,False,0,0,1,2
Come home right away.,si1721,1,False,0,0,0,0
"He drove, and the road wobbled, familiar scenes crept past on either side.",si1722,1,False,3,1,1,3
A new idea drifted in from nowhere.,si1723,1,False,3,1,0,1
They were all faded.,si1724,1,False,0,0,0,0
Worn through at the knees.,si1725,1,False,2,1,0,0
"And men also used vacuum cleaners in both rooms, sucking dust up once more.",si1726,1,False,5,2,1,1
Check the overnighters out.,si1727,1,False,1,1,1,1
Anybody carrying anything that might hide a rifle?,si1728,1,False,1,2,0,1
"Shrugs met that, from room clerks, from bellhops.",si1729,1,False,0,2,0,1
Nobody in his right mind punishes a quarter-century-old dereliction.,si1730,1,False,3,2,0,2
Jeopardize it now to correct so old a wrong?,si1731,1,False,1,2,0,2
"Bitter, unreasoning jealousy?",si1732,1,False,2,1,0,0
He also reminded himself that he had an unusual number of possibilities.,si1733,1,False,3,3,1,2
"It was not, whatever tale was told by tails.",si1734,1,False,1,1,1,1
And possessed himself -- how?,si1735,1,False,1,3,0,0
"The poor, unlucky -- the telephone rang.",si1736,1,False,2,1,0,0
"Brain examined for thrombosis, clot or hemorrhage.",si1737,1,False,2,1,0,2
"No signs of these, no gross hemorrhage of lungs, heart, brain or stomach.",si1738,1,False,4,1,2,0
"Oh, the time of death.",si1739,1,False,0,1,1,0
"Probably around midnight, give or take an hour either way.",si1740,1,False,3,0,1,3
"She always did before, and showed the utmost confidence in whatever we advised.",si1741,1,False,4,1,2,1
With her sharp tongue she'd have cut his pompousness to ribbons.,si1742,1,False,2,0,1,0
"He went on to personal bequests, a list of names largely unknown to him.",si1743,1,False,4,2,1,0
Old people have their idiosyncrasies.,si1744,1,False,0,1,1,1
This one came a bit high at thirty thousand or more.,si1745,1,False,1,0,0,1
His salary had reached the ten thousand mark.,si1746,1,False,1,2,0,0
He would offer no theory to account for her murder.,si1747,1,False,2,0,0,2
It's still unbelievable that it was murder.,si1748,1,False,1,1,1,1
Nevertheless it's true.,si1749,1,False,1,2,1,1
Could the ambassador himself be the man on this side the prime minister feared?,si1750,1,False,2,1,0,3
One more muddleheaded play like that one and they'd be leading him away.,si1751,1,False,3,1,0,0
In the lighted interior he saw other men and women struggling into their wraps.,si1752,1,False,5,3,0,2
"He could pick up another pack on his way home, if he were going home.",si1753,1,False,2,1,0,0
"He said: the crazy fool, half aloud.",si1754,1,False,0,1,0,0
Only then did he decide he didn't want one.,si1755,1,False,5,1,0,0
"Meanwhile, fishermen took advantage of them to pull up whoppers.",si1756,1,False,2,2,2,1
His sarcasm was followed by a stupid grin of his thick mouth and bad teeth.,si1757,1,False,1,0,1,0
"Widow, nice sort of woman.",si1758,1,False,2,0,1,0
"Got a heck of a buy on this, dirt cheap.",si1759,1,False,1,1,1,0
"The wrinkled mouth laughed, revealing astonishingly strong, white, teeth.",si1760,1,False,0,0,1,0
"Hiding out like this won't get him anything, except more trouble, or a bullet.",si1761,1,False,0,1,0,0
"If she moved gracefully, she was clumsy at it.",si1762,1,False,0,0,1,0
That's your headache.,si1763,1,False,0,1,0,0
Soak up local color.,si1764,1,False,0,0,0,1
No other visitor inquired for her that evening.,si1765,1,False,3,0,2,2
"We have better rooms vacant now, he babbled.",si1766,1,False,2,2,2,1
"Two women, who had been chattering like parrots, were struck dumb.",si1767,1,False,2,3,0,2
The clerk's eyes flickered.,si1768,1,False,0,0,0,1
"Suppose you tell me the real reason, he drawled.",si1769,1,False,0,1,0,0
"There is no story, he piped tremulously.",si1770,1,False,1,1,0,1
"A thick, crimson carpet muffled every footfall.",si1771,1,False,0,1,1,0
Hastily the boy switched on a ceiling light.,si1772,1,False,1,0,0,0
The room looked normal and even commonplace.,si1773,1,False,4,1,1,0
There was no hint of a violent struggle now.,si1774,1,False,4,1,2,0
The blue rug was suspiciously bright and new.,si1775,1,False,1,0,0,0
Afraid you'll lose your job if you don't keep your mouth shut?,si1776,1,False,1,0,0,0
Were you on duty here two weeks ago?,si1777,1,False,1,0,0,0
"Women didn't use white face powder nowadays, he recalled.",si1778,1,False,2,0,0,1
"They used pink, tan, or cream powder.",si1779,1,False,1,0,0,0
"A monstrous shadow fell across the illuminated wall, distorted and indefinable.",si1780,1,False,5,1,0,0
The shadow vanished.,si1781,1,False,0,0,1,0
"There was a thick, squashy crack of fist on flesh.",si1782,1,False,1,2,1,1
Rough cloth rasped his fist.,si1783,1,False,0,0,0,0
"There was a grunt, curiously inarticulate, like that of an animal in pain.",si1784,1,False,4,0,1,0
On the bare floorboards a man lay face down.,si1785,1,False,3,1,0,1
The man's eyelids fluttered.,si1786,1,False,1,0,0,0
It's perhaps a mile from here where we sit.,si1787,1,False,0,1,0,2
"Pretty girls among them, with blonde hair and pert faces.",si1788,1,False,2,2,0,0
Like his glossy black hair.,si1789,1,False,0,1,0,0
"Oh yes, he'd talked about doing so.",si1790,1,False,0,1,0,0
"No, the man was not drunk; he wondered how he got tied up with this stranger.",si1791,1,False,5,0,0,1
Why don't they tell me themselves if it bothers them?,si1792,1,False,1,4,1,0
This favorite grievance was not the landlord.,si1793,1,False,3,0,2,1
But why pay her bills?,si1794,1,False,0,0,0,0
He shrugged casually.,si1795,1,False,0,0,0,0
His eyes burned feverishly.,si1796,1,False,1,0,1,1
"C'mon, he whispered; floor level's about three feet down, so don't fall.",si1797,1,False,2,1,1,0
We'll both be blowing town tomorrow so we won't be moving in on you.,si1798,1,False,4,0,1,0
His sure-sure was enthusiastic this time.,si1799,1,False,1,0,0,0
To kayo him and maybe or maybe not kill.,si1800,1,False,2,0,0,0
If we left one we'd have to wipe it for fingerprints.,si1801,1,False,2,1,0,1
Our hypothetical other bum who killed him would have turned out his pockets.,si1802,1,False,1,2,1,0
"In fact, nobody saw us, cop or citizen.",si1803,1,False,3,0,0,0
It had gone like clockwork.,si1804,1,False,1,1,0,0
How safe is too safe?,si1805,1,False,0,0,0,0
Shall we flip a coin to see which of us goes first?,si1806,1,False,1,0,1,0
Self's integrity was and is and ever had been.,si1807,1,False,3,3,1,0
"They went downstairs, loaded a tray lavishly.",si1808,1,False,2,2,1,0
"Okay, take the tray.",si1809,1,False,0,0,0,0
That'll be plenty to eat by.,si1810,1,False,0,1,0,0
"""Presently"", his water brother said breathlessly.",si1811,1,False,1,3,0,0
Eternity is no time for recriminations.,si1812,1,False,2,0,0,0
You too were a stupid jackass until you poisoned me.,si1813,1,False,2,0,0,0
Afterwards you did well enough.,si1814,1,False,1,1,0,1
Mike was of legal age and presumed able to defend himself in the clinches.,si1815,1,False,4,2,1,0
"Anyhow, it was high time the boy was salted.",si1816,1,False,1,1,0,0
"My beloved ward, my perennial gadfly, said the whining voice.",si1817,1,False,2,2,2,1
"Fuming, helpless, he watched them pass him.",si1818,1,False,0,1,0,0
He rubbed his eyes sleepily with one huge paw.,si1819,1,False,1,0,0,0
"A range of bluffs hugged the horizon, the color of decaying moss.",si1820,1,False,1,0,2,1
"These planets were much bigger, nearly all capable of holding an atmosphere.",si1821,1,False,2,0,1,3
"But to the infuriation of scientists, for no known reason not all of them did.",si1822,1,False,8,1,1,1
"Sonic, electronic, galvanic -- all blank.",si1823,1,False,1,1,1,0
Positive results start when it goes towards the hand you use to make your mark.,si1824,1,False,1,0,1,1
He wasn't likely to come down with hot chills and puzzling striped fever.,si1825,1,False,3,1,1,1
"It looks like we did, when we made blastdown.",si1826,1,False,2,0,0,0
Maybe it would work the other way.,si1827,1,False,0,0,0,1
"Actually, they said, he did sleep, but so shortly and fitfully that he forgot.",si1828,1,False,1,1,0,1
His body processes only slowed down enough for him to dispel fatigue poisons.,si1829,1,False,4,2,0,1
The buddies invariably took advantage of him.,si1830,1,False,1,0,3,0
"Behind him, his mates stirred without waking.",si1831,1,False,1,0,0,0
"You are right now, buddy.",si1832,1,False,1,1,0,0
Why pick me for your patsy?,si1833,1,False,0,0,0,2
Why accuse a shipmate of being behind this?,si1834,1,False,2,0,1,0
The tapes show that.,si1835,1,False,0,0,0,0
There's still such a thing as mental illness.,si1836,1,False,2,4,0,0
Her hum became a gurgle of surprise.,si1837,1,False,0,0,1,1
"The lady's eyes, unmagnified, bugged out.",si1838,1,False,2,0,0,0
You people don't have adjustable vision.,si1839,1,False,1,0,2,0
The good man chortled appreciatively and decided the trip was worth his time.,si1840,1,False,2,0,1,0
She found herself able to sing any role and any song which struck her fancy.,si1841,1,False,3,2,0,1
"When she awoke, she was the ship.",si1842,1,False,1,1,0,0
She was ready for her great adventures and the arrival of her mobile partner.,si1843,1,False,3,2,3,5
"Hello, anyone at home?",si1844,1,False,2,2,0,0
The sudden solitude had lost its momentary charm and become oppressive.,si1845,1,False,2,2,1,0
The many-bodied girl lay near him.,si1846,1,False,2,1,0,0
She radiated warmth and good fellowship.,si1847,1,False,1,1,0,0
"We can die, too, we can die like real people.",si1848,1,False,1,1,0,0
He remembered them well from his happy period.,si1849,1,False,0,3,0,1
"A good morrow to you, my boy.",si1850,1,False,0,0,0,0
You mean a game with cards?,si1851,1,False,0,0,0,0
"Soon, said the half-man.",si1852,1,False,2,1,0,0
"Thus events occurred, and victims changed in appearance, and new ones arrived.",si1853,1,False,7,2,3,1
He remembered the last time he had eaten -- actual eggs from an actual pan.,si1854,1,False,2,2,0,2
People never live forever.,si1855,1,True,1,2,3,3
Her eyes were glazed as if she didn't hear or even see him.,si1856,1,False,0,0,1,2
No girl would go this far to fool a man so she could kill him.,si1857,1,False,2,0,0,0
"She drank greedily, and murmured, thank you, as he lowered her head.",si1858,1,False,1,2,0,2
"We'll work for our keep, the boy said eagerly.",si1859,1,False,0,1,0,1
"We're not drunkards, she said.",si1860,1,False,1,1,0,2
My dress needs some work on it.,si1861,1,False,2,1,0,0
We'll pay you back if you'll let us.,si1862,1,False,0,1,0,0
We haven't slept together since we started.,si1863,1,False,2,2,1,1
You don't hate me any more?,si1864,1,False,2,1,0,0
Now there's nothin left of me.,si1865,1,False,3,1,1,0
Thirty-five they rode at a measured pace through the valley.,si1866,1,False,0,1,2,0
Then at last the darkness began to dissolve.,si1867,1,False,3,1,1,0
They neither gained nor fell back.,si1868,1,False,3,1,0,0
He rode low on the mare's neck.,si1869,1,False,2,1,0,0
A bayonet hung in a belt scabbard.,si1870,1,False,2,2,0,0
The guerrilla bivouac remained silent.,si1871,1,False,2,1,1,1
"He kissed her also, and with deep tenderness.",si1872,1,False,3,3,0,1
Running around in the moonlight almost naked and slugging a man with a rock?,si1873,1,False,6,0,0,0
He might say or do something foolish.,si1874,1,False,0,0,0,1
"They were tethered, army style, on stable lines.",si1875,1,False,2,1,0,0
A voice spoke near-at-hand.,si1876,1,False,2,0,1,0
There's no chance now of all of us getting away.,si1877,1,False,3,0,2,0
You'll have to try it alone.,si1878,1,False,1,0,0,0
That touched off a total stampede.,si1879,1,False,0,1,0,0
He picked up the powder canister and ran out.,si1880,1,False,2,0,0,1
Powder flame gushed beneath the wagon.,si1881,1,False,2,0,0,0
Guerrillas were racing toward him.,si1882,1,False,0,0,0,1
Some tore entirely through the whipsawed post oak.,si1883,1,False,1,0,0,0
The wagons were burning fiercely.,si1884,1,False,1,0,0,1
The mudwagon had caught fire also.,si1885,1,False,1,1,0,1
The roof of the command post began to buckle.,si1886,1,False,2,0,0,0
"Anything wrong, cap'n?",si1887,1,False,0,1,0,0
There's no war on now.,si1888,1,False,2,0,0,0
"His legs pumped furiously, his long black hair streamed out behind him.",si1889,1,False,1,2,0,1
"Although my shot killed his horse, he rolled off the bale on top of me.",si1890,1,False,1,0,1,0
"His eyes were dark, fluid, fearful, and he gave a sigh as my knife went in.",si1891,1,False,4,2,1,1
You could burn down this whole mountainside with a fire that size.,si1892,1,False,3,0,0,1
It took him a long time to compose himself.,si1893,1,False,0,1,0,0
My father ran him off here six years ago.,si1894,1,False,1,0,0,3
"It might hurt you, though.",si1895,1,False,0,0,0,0
"And he was handsome, despite the long thin scar that slanted across his cheek.",si1896,1,False,3,0,0,0
She seemed irritated.,si1897,1,False,0,0,0,0
You've got no business up here.,si1898,1,False,2,0,1,0
You took me by surprise.,si1899,1,False,0,0,0,0
There would still be plenty of moments of regret and sadness and guilty relief.,si1900,1,False,2,4,2,0
"A warm breeze played across it, moving it like waves.",si1901,1,False,0,0,2,0
The pulsing glow of a cigarette.,si1902,1,False,0,1,1,1
When he saw me coming he turned his radio off.,si1903,1,False,2,0,0,0
"When suitably lighted, what would it look like?",si1904,1,False,1,1,0,0
Meanwhile spring had passed well into summer.,si1905,1,False,2,1,0,1
They had chosen this night purposely.,si1906,1,False,2,1,0,0
Bury those uniforms so they won't be found.,si1907,1,False,2,0,0,0
"After another long pause he asked, how many people know who they are?",si1908,1,False,3,0,0,2
Fat showed in loose rolls beneath the shirt.,si1909,1,False,2,0,0,0
He lived and breathed for the mining company.,si1910,1,False,2,0,1,1
Ten years ago they blew up some of our ditches.,si1911,1,False,1,1,1,0
It cost us a hundred thousand dollars and thirty days lost time to fix them.,si1912,1,False,2,1,0,2
"The gunman nodded, slipping the picture into his breast pocket, saying nothing.",si1913,1,False,5,1,0,1
"As she drove, she thought about her plan.",si1914,1,False,1,0,1,1
"It was there that she would have to enact her renunciation, beg forgiveness.",si1915,1,False,4,2,1,3
Perhaps it was all a vividly conceived dream.,si1916,1,False,0,0,3,1
"Nevertheless, she continued to move upward.",si1917,1,False,3,2,2,1
"It circled her thighs, exploring with its icy tentacles.",si1918,1,False,0,1,0,1
Every movement she made seemed unnecessarily noisy.,si1919,1,False,2,3,2,0
"Lips pursed mournfully, he stared down at its crazily sagging left side.",si1920,1,False,2,3,0,0
And his relatively small hands and feet gave him an almost delicate appearance.,si1921,1,False,5,3,2,0
Or maybe you just don't feel like a cigar?,si1922,1,False,1,0,0,0
What did you mean by that rattlesnake gag?,si1923,1,False,2,0,0,0
Getting the boss rattlesnake to help you?,si1924,1,False,1,2,0,0
So what's this all about?,si1925,1,False,0,0,0,0
Why single me out on this permit deal?,si1926,1,False,1,0,0,0
You do that or take you out a permit right now.,si1927,1,False,1,0,0,0
"Not immediately, as the deputy demanded.",si1928,1,False,1,1,0,0
Oil-field workers were a rough-tough lot.,si1929,1,False,0,0,0,2
A rabbit punch redoubled him.,si1930,1,False,1,0,0,1
No more could he defend himself against them.,si1931,1,False,3,4,0,0
"Why, he's going to kill me, he thought wildly.",si1932,1,False,0,0,0,0
Beat me to death in front of a hundred people.,si1933,1,False,2,1,1,1
Wait a little while.,si1934,1,False,0,0,0,0
"In my place, you'd follow such advice as you give me?",si1935,1,False,1,0,2,0
We'll ride out as soon as we've had chuck.,si1936,1,False,0,2,1,0
They were all good men.,si1937,1,False,1,1,0,1
Lighted windows glowed jewel-bright through the downpour.,si1938,1,False,2,0,0,0
Put on his old brown corduroy coat and it was already soaked.,si1939,1,False,1,0,0,0
He was only vaguely aware of the sluicing rain.,si1940,1,False,2,1,1,0
We'll talk over at your office.,si1941,1,False,0,0,1,1
It was secured by an oversized padlock.,si1942,1,False,0,0,1,1
"For the unseen, ghostlike rifleman aimed a little higher the third time.",si1943,1,False,3,0,0,1
The former scout's alibi couldn't be shaken.,si1944,1,False,1,0,0,1
"Privately, he created and magnified an image of himself as a hired assassin.",si1945,1,False,4,1,2,1
The rustling problem was by no means solved.,si1946,1,False,2,0,1,1
There were no tracks of either hoofs or boots.,si1947,1,False,1,0,2,3
He moistened his lips uneasily.,si1948,1,False,2,0,0,0
Who told you to do it?,si1949,1,False,0,0,0,0
"Does this make it any easier, coward?",si1950,1,False,1,1,0,0
He wanted to show the town what happened to anyone who tried to start trouble.,si1951,1,False,5,0,0,0
We're going someplace.,si1952,1,False,0,0,0,0
Where're you takin' me?,si1953,1,False,1,0,0,0
"Honey, he whispered.",si1954,1,False,1,0,0,0
Like enough we'll all be up on top by sundown.,si1955,1,False,4,0,0,0
"A single kick made it spring open, shuddering.",si1956,1,False,2,0,0,1
"Clapping spurs to the bronc, he set off at a sharp canter, with growing alarm.",si1957,1,False,1,1,0,1
His first glimpse of the ranch house across the brushy swells told him nothing.,si1958,1,False,2,1,1,0
He had not covered a hundred yards before a gun crashed from somewhere behind.,si1959,1,False,4,2,1,3
A slug had torn half of his stirrup-guard away.,si1960,1,False,1,1,1,0
"A second twitched his shirtsleeve, and he felt a brief burn on his upper arm.",si1961,1,False,3,2,1,0
Another snarled close overhead.,si1962,1,False,2,1,1,2
Each plane carried two five-hundred pound bombs.,si1963,1,False,1,1,1,1
The pilots' heads looked ridiculously small.,si1964,1,False,0,1,0,0
"If the other pilots were worried, they did not show it.",si1965,1,False,1,0,0,2
Although they drew light ground fire they saw no signs of activity.,si1966,1,False,3,0,2,1
Twelve o'clock level.,si1967,1,False,0,2,2,0
The opposing aircraft continued to come on.,si1968,1,False,2,1,0,0
"If any of us miss, they can pick up the pieces.",si1969,1,False,1,1,1,0
The clearly identifiable enemy continued on as if no one else were around.,si1970,1,False,5,2,0,1
Let's take 'em home.,si1971,1,False,0,1,0,0
"Perfect, he thought.",si1972,1,False,0,0,0,0
The enemy did not veer.,si1973,1,False,1,1,1,0
As if drawn by a wire the enemy flew into them.,si1974,1,False,3,2,0,0
A large piece of engine cowling vanished.,si1975,1,False,3,0,2,0
"Wingman, stay clear, he prayed.",si1976,1,False,1,0,0,0
He fought the panic of vertigo.,si1977,1,False,0,0,1,0
Something pulled my leg.,si1978,1,False,0,1,0,0
"We were off the road, gleaming barbed wire pulling taut.",si1979,1,False,0,0,0,0
"High, so it would only bounce harmlessly but loudly off the car's steel roof.",si1980,1,False,2,0,0,0
On unoccupied roadway the bottle shattered into a small amber flash.,si1981,1,False,2,0,0,0
"Two cars came over a crest, their chrome and glass flashing.",si1982,1,False,1,2,1,2
Brakes shrieked behind us.,si1983,1,False,1,0,0,0
And what eyes they were.,si1984,1,False,1,1,0,0
"Eyes like hot honey, eyes that sizzled.",si1985,1,False,1,0,0,0
"What's your name, anyway?",si1986,1,False,1,0,0,1
"Anyway, it was evident what he had in mind.",si1987,1,False,2,3,1,0
"How's it strike you, foul or fair?",si1988,1,False,0,1,0,1
"Accident, murder, suicide -- take your pick.",si1989,1,False,1,1,0,2
How will we work it out?,si1990,1,False,0,0,0,0
"A lot of people will roam the streets in costumes and masks, and having a ball.",si1991,1,False,3,0,2,0
"Or, more rhythmically, the swarthy witches are laughing?",si1992,1,False,0,0,0,0
Should she wake him?,si1993,1,False,0,0,0,0
"So if all these beers was to get me in bed, man, you just spent a lot of money.",si1994,1,False,2,3,0,1
He blew his nose expertly between his fingers.,si1995,1,False,2,1,0,1
You shall see her at dinner.,si1996,1,False,0,0,0,0
Like as if it were built of books.,si1997,1,False,0,0,1,1
"She took it grudgingly, her dark eyes baleful as they met his.",si1998,1,False,1,1,0,1
She asked smolderingly.,si1999,1,False,0,0,0,0
"We can get it if we dig, he said patiently.",si2000,1,False,0,2,0,0
"We're lost and burning up already, she bit out tensely.",si2001,1,False,2,2,0,1
They'll roll off in another day.,si2002,1,False,2,0,0,0
"In a way, he couldn't blame her.",si2003,1,False,1,0,0,0
She had jumped away from his shy touch like a cat confronted by a sidewinder.,si2004,1,False,2,0,0,1
"He had left her inviolate, thinking familiarity would gentle her in time.",si2005,1,False,3,4,1,0
His blue eyes sought the shimmering sea of haze ahead.,si2006,1,False,0,1,1,0
"To his puzzlement, there suddenly was no haze.",si2007,1,False,2,2,0,0
He swung up over the wheel.,si2008,1,False,0,0,1,0
The clouds bulged downward and burst suddenly into a great black funnel.,si2009,1,False,4,0,0,1
The cloudburst cut off abruptly.,si2010,1,False,0,0,0,1
"At least, the wheels dug in.",si2011,1,False,1,0,0,0
His wife didn't give a sign she'd heard.,si2012,1,False,1,0,1,0
They were already swollen to bursting.,si2013,1,False,1,1,0,1
"Sulphur, oil, and copra make the kind of tinder any firebug dreams of.",si2014,1,False,3,1,2,2
The lifeboats were stuck fast.,si2015,1,False,0,0,0,1
Heave on those ropes; the boat's come unstuck.,si2016,1,False,2,0,1,0
Let's hope we come to a safer place.,si2017,1,False,0,1,0,1
They were shattered.,si2018,1,False,0,0,0,2
"Later, you shall know it better.",si2019,1,False,1,1,0,1
The old woman arose stiffly and led me to a clearing where a small hut stood.,si2020,1,False,2,2,0,2
Then he would realize they were really things that only he himself could think.,si2021,1,False,2,3,0,0
What outfit does she drive for?,si2022,1,False,0,0,1,0
"Nowadays, we talk as though the blitz were just a short skirmish.",si2023,1,False,1,0,0,1
"They don't go for bull-like muscle, as a rule.",si2024,1,False,1,0,0,1
He didn't tell her the truth he now freely admitted to himself.,si2025,1,False,1,2,0,0
The great black leopards.,si2026,1,False,0,1,0,1
They came upon cheetal deer at woodland pools.,si2027,1,False,2,1,0,0
"He took his mask from his forehead and threw it, unexpectedly, across the deck.",si2028,1,False,2,3,0,0
A note of awe came into his voice.,si2029,1,False,2,0,2,0
